symbol,rs_date,RS_20d,RS_60d,RS_120d,RS_180d,RS_250d,RS_20d_z,RS_60d_z,RS_120d_z,RS_180d_z,RS_250d_z,RS_Score,RS_Rating
DHI,2026-03-13,1.2023879309379408,3.149402969334648,3.499794906191487,3.744952187170855,2.9955201892664696,1.90964353462613,4.0690800446877935,1.997869513525413,1.9461262854133945,1.447567464518107,2.5175161220106994,99.66101694915255
DITO,2026-03-13,0.9383812729031902,0.9237793758373423,0.6301358623025184,0.6061659698334115,0.5238939913606446,-0.8740720169257763,-0.19522386778298842,-0.35973322864734514,-0.4259301547743427,-0.48177138681500653,-0.39335940816642995,3.389830508474576
DIZ,2026-03-13,0.8738250892176181,0.8448428402905,0.9555594922508637,1.4297043600318151,1.9175384725045648,-1.5547595943228356,-0.3464665929018151,-0.09237754959277217,0.19643766735438278,0.6061004138218121,-0.15230772915687274,31.864406779661014
DMC,2026-03-13,0.9455136220359153,0.9088797084851271,0.8747246679751322,0.9198361604423545,0.8608820562053014,-0.7988677347775163,-0.22377169139979497,-0.1587883672058807,-0.18888202718315797,-0.21872021569081548,-0.25729981048941425,13.220338983050848
DMPI,2026-03-13,1.0443275456503245,0.9684783778939879,0.9858577200539399,1.046125141486694,1.005538467288979,0.24303726081197452,-0.10958039693256832,-0.06748567782019263,-0.09344239859160443,-0.1058021562226712,-0.06000061560534277,57.79661016949152
DMW,2026-03-13,1.0382440842193517,1.003767063728182,0.9505822084135919,1.0202210903641664,1.0615168974267162,0.17889256719429994,-0.04196713047171032,-0.09646669671577728,-0.1130187147334114,-0.062105678093057316,-0.050737151261668306,64.40677966101694
DNA,2026-03-13,1.0443275456503245,0.9684783778939879,0.9858577200539399,1.046125141486694,1.005538467288979,0.24303726081197452,-0.10958039693256832,-0.06748567782019263,-0.09344239859160443,-0.1058021562226712,-0.06000061560534277,57.79661016949152
DNL,2026-03-13,0.9238282134599023,0.9927577801253137,0.7270453727051099,0.7129149112353768,0.7075299349184404,-1.027521093538107,-0.06306096290518119,-0.2801160602055707,-0.3452574053729672,-0.3384261023591854,-0.311514809705229,7.796610169491526
DTEL,2026-03-13,1.0443275456503245,0.9684783778939879,0.9858577200539399,1.046125141486694,1.005538467288979,0.24303726081197452,-0.10958039693256832,-0.06748567782019263,-0.09344239859160443,-0.1058021562226712,-0.06000061560534277,57.79661016949152
DWC,2026-03-13,1.1453915016810008,0.9590756751959881,0.9059233103198366,0.9527211109968107,0.907654191712176,1.3086668483313937,-0.1275960137781258,-0.13315674908714353,-0.16403007698754293,-0.18221012437130749,-0.000838840625288953,74.57627118644068
ECP,2026-03-13,1.0443275456503245,0.9684783778939879,0.6641567798258122,1.0930940253901782,0.8580594920865956,0.24303726081197452,-0.10958039693256832,-0.331782936568237,-0.05794688031250405,-0.22092349489994997,-0.13624402743812558,36.610169491525426
ECVC,2026-03-13,0.9464218382456063,0.9684783778939879,0.8408786435754192,1.1031865128405138,0.8972497092732429,-0.789291402097468,-0.10958039693256832,-0.18659497374554485,-0.050319744153358346,-0.19033181049619763,-0.1970657231310048,22.033898305084744
EEI,2026-03-13,1.0768177359594455,0.8543231318304381,0.7623966368417135,0.8988927141663445,0.6861321306207152,0.5856174393182165,-0.3283023155176078,-0.25107280593980197,-0.20470949461127638,-0.3551291196681146,-0.19690841908088363,22.372881355932204
EG,2026-03-13,1.0443275456503245,0.9684783778939879,0.9858577200539399,1.046125141486694,1.005538467288979,0.24303726081197452,-0.10958039693256832,-0.06748567782019263,-0.09344239859160443,-0.1058021562226712,-0.06000061560534277,57.79661016949152
EGRN,2026-03-13,0.21930878458656808,0.20338045935773744,,,,-8.456052271971574,-1.5755111396555896,,,,,
ELI,2026-03-13,0.9784690517804842,0.950205200952592,0.9236865124829707,0.9714019170947873,0.9093565269395985,-0.4513820199439255,-0.1445918787267651,-0.11856317769448775,-0.1499125413083553,-0.18088129014263568,-0.17527126181911043,27.45762711864407
EMI,2026-03-13,1.0497176233052938,0.9759956744882491,0.959978954902524,1.0822463283109358,1.2144410325862245,0.29987083881300963,-0.09517722589692218,-0.08874668714286792,-0.06614474660103703,0.05726612477897122,-0.025391786276854393,70.84745762711864
ENEX,2026-03-13,1.1036001901331807,1.1687501412239176,1.0418118068678124,1.0542137379414882,0.9636410311519384,0.8680146134922834,0.27414112112666933,-0.02151592793332683,-0.08732965118412105,-0.13850708198326167,0.12542282316958397,84.06779661016948
EURO,2026-03-13,1.0545660509998374,0.9591660857988535,1.103732012669085,1.088392823971005,1.1507829125640539,0.3509931994168821,-0.1274227866930723,0.02935535843215899,-0.061499691600311046,0.007574919747376135,-0.006952376816149523,73.22033898305085
EVER,2026-03-13,1.0443275456503245,0.9684783778939879,0.8962342909581273,0.8979614948383641,0.8521512434652366,0.24303726081197452,-0.10958039693256832,-0.14111687893768288,-0.20541323951494717,-0.22553544375296883,-0.11876257719892852,40.0
EW,2026-03-13,1.0841114521512893,1.111201507267839,1.1097262459815433,1.226103660452147,1.2945318063129772,0.662523193676764,0.16387770297579038,0.03427999257110646,0.04257170859712867,0.11978457579526076,0.15046765649190497,86.10169491525423
FAF,2026-03-13,1.188372724360714,1.1414209453750572,1.1028238902298313,1.1507376556353637,1.070411916791494,1.761865638425863,0.22177827004822312,0.0286092795704306,-0.01438419878815322,-0.05516227117401468,0.23872118431592806,90.16949152542372
FB,2026-03-13,1.0066506036703406,0.9309543079017855,0.9783464231392432,1.020657675495445,1.0133182620068824,-0.15423260391543128,-0.18147666858744116,-0.07365667372337274,-0.11268877682090897,-0.0997292879963332,-0.12577757796225042,38.64406779661017
FCG,2026-03-13,1.0095166274619802,0.9854692266289703,0.9076150438591828,0.8922832089151214,0.7673846197731683,-0.12401293044471633,-0.07702586122919211,-0.1317668851449858,-0.2097044571260914,-0.29170383949339657,-0.1541472400487035,31.52542372881356
FDC,2026-03-13,1.020592828703726,0.8860546861583293,0.8794996257742617,0.9105947587839645,0.8824113080291041,-0.007224233226679395,-0.267504527578733,-0.1548654434616958,-0.19586597728433464,-0.20191459111093743,-0.18915052658521933,24.40677966101695
FERRO,2026-03-13,0.8227263347440361,0.6157844804325947,0.5896889695878196,0.4882925154627199,0.5246993940780941,-2.0935505420659775,-0.7853433477044185,-0.3929628575747289,-0.5150099669076948,-0.4811426935461534,-0.7183721703250674,0.3389830508474576
FEU,2026-03-13,0.9957831186177111,0.9678734569833733,0.9519446904564296,1.0454717216606562,1.0182668023179537,-0.26882057443275376,-0.11073942787266351,-0.09534733328227257,-0.09393620371217568,-0.09586648257388401,-0.11710793225416032,40.67796610169492
FFI,2026-03-13,1.0443275456503245,0.9684783778939879,0.9491569833638702,1.046125141486694,1.0402122075403233,0.24303726081197452,-0.10958039693256832,-0.09763760741772723,-0.09344239859160443,-0.07873601076563067,-0.06347867618617034,53.22033898305085
FGEN,2026-03-13,0.9852765640114579,1.0265870805676274,1.1626411070269633,1.0472875027550126,1.1075674315738022,-0.3796028541993742,0.0017561151729778917,0.07775283014323424,-0.09256397414934392,-0.026158865128421235,-0.040431867931367466,67.45762711864407
FILRT,2026-03-13,1.023440994737318,0.9619346050703799,0.852476969693701,0.9236059807720363,0.9475266326376919,0.02280714605796048,-0.12211829243994972,-0.17706623007151653,-0.1860330830460967,-0.1510858995834889,-0.13849083219081068,36.271186440677965
