symbol,RS_Change_5D,RS_Change_10D,RS_Change_20D,RS_Change_60D,RS_Current,RS_Accel,RS_Accel_Rank
GEO,13.559322033898308,14.915254237288138,5.762711864406782,-38.30508474576271,19.322033898305087,-2.1864406779661003,180.0
DMC,8.474576271186441,6.779661016949153,3.7288135593220346,-25.084745762711865,13.220338983050848,-2.2372881355932197,181.0
DITO,-2.0338983050847457,-2.711864406779662,-3.0508474576271185,-0.6779661016949152,3.389830508474576,-2.2711864406779663,182.0
ACR,-4.745762711864401,-2.0338983050847474,-13.220338983050851,14.237288135593218,83.38983050847457,-2.7118644067796636,183.0
PPC,-1.355932203389827,-1.6949152542373014,-3.728813559322049,-2.711864406779668,84.7457627118644,-2.7288135593220444,184.0
C,-0.3389830508474585,-3.389830508474578,-2.372881355932204,-4.067796610169491,8.47457627118644,-2.847457627118645,185.0
APO,-0.6779661016949063,-2.3728813559322077,-4.406779661016955,-1.6949152542372872,94.57627118644068,-2.8474576271186463,186.0
HI,-3.7288135593220346,0.0,-5.0847457627118615,-2.3728813559321935,89.83050847457628,-2.9999999999999964,187.0
MAH,-10.847457627118644,-1.6949152542372872,1.6949152542372872,-9.491525423728813,17.28813559322034,-3.2033898305084745,188.0
RLT,6.1016949152542335,-17.288135593220343,-4.745762711864408,7.457627118644066,21.01694915254237,-3.7457627118644092,189.0
FDC,-8.47457627118644,-7.796610169491519,8.135593220338986,-17.62711864406779,24.40677966101695,-3.949152542372876,190.0
IMI,-3.3898305084745743,-2.711864406779668,-2.3728813559321935,-8.474576271186436,90.84745762711864,-4.084745762711861,191.0
TEL,-1.0169491525423666,1.0169491525423808,-9.491525423728802,-2.0338983050847474,66.10169491525424,-4.152542372881349,192.0
PRMX,-11.525423728813557,-8.8135593220339,-2.372881355932204,-5.423728813559324,9.491525423728813,-5.661016949152543,193.0
UPM,-9.152542372881356,-8.47457627118645,-1.6949152542372872,-7.7966101694915295,83.05084745762711,-5.661016949152545,194.0
PRC,-5.0847457627118615,2.711864406779668,3.3898305084745814,-29.83050847457627,39.66101694915255,-5.932203389830504,195.0
SBS,-0.3389830508474567,-2.0338983050847474,-10.16949152542373,-5.423728813559322,16.610169491525422,-5.966101694915255,196.0
LSC,-18.644067796610173,-30.508474576271183,2.711864406779661,9.491525423728817,45.42372881355932,-6.033898305084744,197.0
ALLHC,-10.847457627118644,-5.084745762711865,-6.440677966101692,-4.745762711864408,25.423728813559322,-6.118644067796609,198.0
TECH,5.423728813559322,-3.389830508474576,-0.6779661016949152,-23.72881355932203,8.135593220338983,-6.508474576271186,199.0
CSB,10.16949152542373,2.0338983050847403,-2.711864406779654,-28.81355932203389,53.898305084745765,-6.762711864406776,200.0
WLCON,-7.118644067796609,-11.864406779661017,-6.101694915254237,-3.389830508474576,5.423728813559322,-6.966101694915254,201.0
MB,-1.355932203389834,-22.372881355932208,-8.474576271186443,7.796610169491522,16.94915254237288,-7.169491525423732,202.0
ELI,4.745762711864408,3.0508474576271176,-14.915254237288131,-10.16949152542373,27.45762711864407,-7.271186440677965,203.0
MED,-25.762711864406782,-4.406779661016948,-6.4406779661016955,-4.406779661016948,12.54237288135593,-7.3559322033898304,204.0
PIZZA,-13.559322033898304,-25.762711864406775,-6.440677966101688,11.86440677966102,37.6271186440678,-7.406779661016945,205.0
SLI,6.4406779661016955,6.4406779661016955,5.084745762711865,-46.779661016949156,10.16949152542373,-7.40677966101695,206.0
DDMPR,-22.033898305084747,-18.98305084745762,1.355932203389834,-4.067796610169488,40.33898305084746,-7.423728813559318,207.0
LC,-5.423728813559322,-7.118644067796609,-6.779661016949149,-10.169491525423723,87.11864406779661,-7.576271186440675,208.0
PRIM,0.6779661016949152,-3.0508474576271185,-15.254237288135592,-3.389830508474577,2.711864406779661,-7.6440677966101696,209.0
X,6.440677966101688,-15.254237288135599,2.3728813559321935,-22.711864406779668,69.83050847457626,-7.89830508474577,210.0
CIC,0.3389830508474567,-3.7288135593220346,3.7288135593220346,-34.23728813559322,27.796610169491526,-7.966101694915253,211.0
BLOOM,-2.711864406779661,-11.864406779661017,-10.847457627118644,-2.033898305084746,1.694915254237288,-8.084745762711865,212.0
MEDIC,-8.813559322033898,-11.525423728813559,-4.40677966101695,-11.1864406779661,4.745762711864407,-8.322033898305085,213.0
UPSON,9.152542372881356,-8.135593220338976,-23.72881355932202,8.13559322033899,49.83050847457628,-8.576271186440668,214.0
CREIT,-1.3559322033898304,1.355932203389834,-2.372881355932204,-31.525423728813557,28.474576271186443,-8.627118644067796,215.0
FPH,-13.559322033898312,-7.7966101694915295,-4.7457627118644155,-14.576271186440692,64.7457627118644,-8.847457627118654,216.0
LPZ,-5.762711864406768,-9.491525423728817,-11.52542372881355,-5.423728813559322,71.1864406779661,-8.915254237288131,217.0
GERI,3.7288135593220346,-9.830508474576263,-6.440677966101703,-17.288135593220332,72.88135593220339,-8.983050847457626,218.0
SPC,-9.491525423728817,-8.813559322033896,-10.508474576271198,-7.7966101694915295,80.0,-9.305084745762716,219.0
IDC,-9.152542372881353,-3.3898305084745752,-16.271186440677965,-4.406779661016949,7.457627118644068,-9.372881355932202,220.0
PA,-20.33898305084746,-13.898305084745765,-3.7288135593220346,-9.83050847457627,16.271186440677965,-9.45762711864407,221.0
CHP,-1.0169491525423733,-5.423728813559323,-7.796610169491526,-20.677966101694913,2.0338983050847457,-9.745762711864407,222.0
BHI,-11.1864406779661,-15.254237288135592,-10.169491525423727,-3.0508474576271185,6.440677966101695,-9.762711864406779,223.0
JGS,-5.423728813559308,-9.830508474576277,-14.237288135593218,-6.440677966101688,78.64406779661017,-10.30508474576271,224.0
KEEPR,-5.084745762711865,-11.186440677966104,-3.7288135593220346,-22.372881355932197,18.64406779661017,-10.389830508474574,225.0
MAB,-1.6949152542372872,-4.067796610169495,-12.203389830508485,-18.98305084745762,69.15254237288136,-10.813559322033901,226.0
MAC,-28.13559322033899,-20.67796610169492,7.118644067796609,-25.084745762711876,45.08474576271186,-11.406779661016955,227.0
FCG,8.474576271186443,-9.15254237288136,-30.169491525423734,7.796610169491526,31.52542372881356,-11.559322033898308,228.0
ASLAG,-5.762711864406782,-34.23728813559322,-5.762711864406782,-1.0169491525423737,23.050847457627118,-11.694915254237289,229.0
RCB,-4.067796610169495,1.6949152542372872,-8.813559322033896,-33.559322033898304,27.11864406779661,-11.898305084745763,230.0
AGI,-11.52542372881355,-18.983050847457633,-15.254237288135585,-1.0169491525423666,71.52542372881356,-12.254237288135588,231.0
MREIT,-20.0,-20.33898305084746,-12.542372881355924,-1.0169491525423737,42.71186440677966,-12.355932203389829,232.0
LFM,-5.423728813559336,-5.0847457627118615,-14.576271186440692,-18.983050847457633,76.94915254237287,-12.389830508474585,233.0
SMPH,-11.52542372881356,-8.8135593220339,-3.0508474576271194,-31.864406779661017,10.847457627118644,-12.542372881355934,234.0
