symbol,RS_Change_5D,RS_Change_10D,RS_Change_20D,RS_Change_60D,RS_Current,RS_Accel,RS_Accel_Rank
ATN,-12.881355932203393,-7.796610169491528,-11.186440677966102,-20.0,11.525423728813559,-12.711864406779663,235.0
BCOR,12.542372881355924,18.983050847457623,-14.576271186440685,-51.864406779661024,41.01694915254237,-12.796610169491533,236.0
CNVRG,-25.762711864406775,-5.76271186440678,-5.084745762711865,-27.11864406779661,9.152542372881356,-12.830508474576272,237.0
LBC,1.355932203389827,1.355932203389827,-9.830508474576273,-38.64406779661017,21.694915254237287,-13.118644067796613,238.0
CDC,3.7288135593220346,-5.762711864406775,-31.525423728813557,2.0338983050847474,29.152542372881356,-13.169491525423727,239.0
SM,-10.169491525423728,-16.94915254237288,-13.559322033898306,-10.169491525423728,9.830508474576272,-13.220338983050848,240.0
REG,-30.16949152542373,-5.084745762711869,-10.16949152542373,-20.000000000000007,46.101694915254235,-13.355932203389836,241.0
ALI,-5.084745762711864,-9.830508474576273,-14.576271186440682,-19.661016949152543,5.762711864406779,-13.711864406779664,242.0
RLC,-12.881355932203405,-14.576271186440678,-16.610169491525426,-9.830508474576277,73.5593220338983,-14.033898305084751,243.0
SECB,-22.033898305084747,-28.813559322033896,-24.745762711864415,20.0,47.45762711864407,-14.305084745762713,244.0
GLO,2.0338983050847474,-29.83050847457627,-23.728813559322035,9.491525423728813,39.32203389830509,-14.372881355932204,245.0
FLI,-12.881355932203391,-4.406779661016955,-7.118644067796609,-36.949152542372886,34.23728813559322,-14.474576271186443,246.0
MEG,-4.406779661016948,-15.932203389830498,-17.28813559322034,-13.220338983050844,63.05084745762712,-14.644067796610166,247.0
FEU,-18.64406779661016,16.949152542372886,-33.5593220338983,-16.61016949152541,40.67796610169492,-15.203389830508467,248.0
LPC,-4.067796610169491,-26.779661016949152,-0.3389830508474576,-32.88135593220339,2.3728813559322033,-15.457627118644067,249.0
PBC,-8.47457627118644,-30.50847457627118,-9.491525423728813,-13.898305084745761,24.06779661016949,-15.745762711864405,250.0
JFC,-19.32203389830508,-15.254237288135592,-24.406779661016948,-2.0338983050847474,22.71186440677966,-16.016949152542374,251.0
ALCO,-13.220338983050851,-14.576271186440678,-28.474576271186436,0.0,64.0677966101695,-16.355932203389827,252.0
ABA,-48.474576271186436,-49.4915254237288,-9.152542372881356,17.966101694915256,20.33898305084746,-16.389830508474574,253.0
PTC,1.016949152542372,5.7627118644067785,1.6949152542372872,-75.9322033898305,12.88135593220339,-16.76271186440678,254.0
MWIDE,-7.118644067796609,-14.237288135593218,-19.322033898305094,-19.322033898305094,70.50847457627118,-16.830508474576277,255.0
MONDE,-12.542372881355938,-34.57627118644067,-32.54237288135594,23.050847457627114,33.220338983050844,-17.15254237288136,256.0
FB,-21.016949152542374,-22.3728813559322,-6.101694915254235,-29.830508474576263,38.64406779661017,-17.593220338983045,257.0
ACEN,12.542372881355934,-35.59322033898306,1.355932203389834,-43.050847457627114,34.57627118644068,-17.864406779661017,258.0
PHES,14.915254237288146,-20.33898305084746,-30.508474576271183,-9.83050847457627,51.864406779661024,-18.25423728813559,259.0
MG,-44.7457627118644,-30.508474576271183,-21.355932203389827,8.135593220338983,23.728813559322035,-18.61016949152542,260.0
APVI,-33.220338983050844,-24.067796610169488,-27.118644067796602,3.050847457627121,37.28813559322034,-19.423728813559315,261.0
INFRA,-13.898305084745758,-24.406779661016955,-20.67796610169492,-15.932203389830505,65.08474576271186,-19.74576271186441,262.0
BDO,4.406779661016947,-10.169491525423728,-33.898305084745765,-20.33898305084746,10.508474576271185,-20.74576271186441,263.0
RCR,-13.898305084745761,-6.440677966101692,-7.796610169491526,-58.64406779661017,19.661016949152543,-20.779661016949152,264.0
URC,-16.610169491525426,-42.71186440677966,-27.118644067796602,9.491525423728817,30.16949152542373,-20.813559322033896,265.0
AEV,-19.999999999999986,-23.728813559322035,-29.830508474576263,-4.406779661016941,47.79661016949153,-20.966101694915245,266.0
CPG,22.372881355932208,-18.305084745762706,-25.762711864406775,-33.559322033898304,48.8135593220339,-21.03389830508474,267.0
CNPF,5.423728813559322,-11.864406779661014,-19.661016949152547,-43.389830508474574,20.0,-21.135593220338983,268.0
SSI,0.6779661016949157,-5.42372881355932,-36.94915254237288,-24.74576271186441,3.050847457627119,-22.25423728813559,269.0
NOW,-8.47457627118644,-14.237288135593218,0.677966101694917,-73.5593220338983,18.305084745762713,-22.525423728813557,270.0
MAXS,-27.796610169491522,-36.61016949152542,-17.28813559322034,-17.28813559322034,15.593220338983052,-23.16949152542373,271.0
MRC,-34.237288135593225,-29.15254237288135,-17.6271186440678,-28.813559322033903,44.40677966101695,-24.96610169491526,272.0
DNL,-10.847457627118644,-17.288135593220336,-49.83050847457628,0.3389830508474576,7.796610169491526,-25.254237288135595,273.0
ECVC,-4.067796610169491,-1.355932203389834,-54.915254237288124,-15.254237288135595,22.033898305084744,-26.52542372881356,274.0
IS,-0.3389830508474585,4.067796610169491,-25.76271186440678,-76.94915254237289,6.779661016949152,-28.559322033898308,275.0
BNCOM,-26.77966101694915,-26.101694915254242,-28.474576271186436,-34.915254237288124,51.186440677966104,-29.322033898305083,276.0
BALAI,9.83050847457627,-11.86440677966102,-59.66101694915255,-14.915254237288131,18.983050847457626,-29.576271186440685,277.0
COSCO,-26.101694915254242,-30.169491525423737,-22.372881355932208,-42.03389830508475,35.932203389830505,-29.61016949152543,278.0
PNB,-24.067796610169488,-21.69491525423728,-33.55932203389829,-33.898305084745765,52.54237288135594,-29.728813559322028,279.0
PHA,-27.45762711864407,-53.559322033898304,-18.983050847457626,-27.45762711864407,7.118644067796611,-30.593220338983052,280.0
RCI,-0.3389830508474576,-13.220338983050848,-62.71186440677967,-10.847457627118645,1.3559322033898304,-31.135593220338986,281.0
MBT,-29.83050847457627,-44.406779661016955,-44.406779661016955,-5.084745762711869,33.89830508474576,-33.118644067796616,282.0
AREIT,-6.779661016949152,-13.559322033898304,-45.08474576271187,-50.16949152542372,14.576271186440678,-34.64406779661017,283.0
LTG,-27.457627118644062,-32.54237288135594,-36.94915254237288,-42.71186440677966,36.94915254237288,-36.33898305084746,284.0
ZHI,1.3559322033898296,-20.67796610169492,-49.152542372881356,-47.79661016949152,8.813559322033898,-36.64406779661017,285.0
BPI,-10.169491525423728,-30.508474576271183,-53.22033898305085,-40.33898305084745,3.728813559322034,-40.016949152542374,286.0
BRN,-26.101694915254228,-44.40677966101694,-43.728813559322035,-52.20338983050847,45.76271186440678,-44.254237288135585,287.0
GTCAP,-13.559322033898304,-38.98305084745763,-49.152542372881356,-55.593220338983045,14.237288135593221,-44.66101694915254,288.0
CEB,-20.0,-51.525423728813564,-67.11864406779661,-43.72881355932204,15.932203389830507,-52.66101694915255,289.0
GPH,-64.0677966101695,-61.694915254237294,-54.576271186440685,-44.74576271186441,20.677966101694913,-54.84745762711866,290.0
MHC,-61.694915254237294,-57.28813559322034,-83.38983050847457,-6.101694915254239,13.559322033898304,-55.37288135593221,291.0
PMPC,-9.152542372881356,-46.44067796610169,-68.47457627118645,-78.64406779661017,17.966101694915253,-59.57627118644068,292.0
DIZ,-58.30508474576271,-59.32203389830508,-60.0,-65.08474576271188,31.864406779661014,-60.932203389830505,293.0
TFC,-78.64406779661017,-74.91525423728812,-64.06779661016948,-52.20338983050848,0.6779661016949152,-65.27118644067795,294.0
ATI,-76.94915254237287,-75.59322033898306,-80.33898305084745,-82.37288135593221,11.864406779661017,-79.32203389830508,295.0
EGRN,,,,,,,
MYNLD,,,,,,,
TOP,,,,,,,
