date,bucket_broad,bucket_granular,is_broad,rrg_type,RS_Ratio,RS_Momentum,Quadrant
2026-03-13,Micro Cap_Industrial,Micro Cap_Industrial_Independent Power Producers & Energy Traders,False,daily_52,106.91382420183673,105.73106730618422,Leading
2026-03-13,Micro Cap_Industrial,Micro Cap_Industrial_Industrial Machinery & Supplies & Components,False,daily_52,124.60981815943244,114.8089202314864,Leading
2026-03-13,Micro Cap_Industrial,Micro Cap_Industrial_Marine Transportation,False,daily_52,89.82768945261985,100.34208501737956,Improving
2026-03-13,Micro Cap_Industrial,Micro Cap_Industrial_Packaged Foods & Meats,False,daily_52,103.96789133799567,84.7446917616092,Weakening
2026-03-13,Micro Cap_Mining & Oil,Micro Cap_Mining & Oil_Coal & Consumable Fuels,False,daily_52,118.21956270052279,103.43998797244588,Leading
2026-03-13,Micro Cap_Mining & Oil,Micro Cap_Mining & Oil_Diversified Metals & Mining,False,daily_52,96.50455309513161,102.13898530295926,Improving
2026-03-13,Micro Cap_Mining & Oil,Micro Cap_Mining & Oil_Gold,False,daily_52,89.28311205900664,92.08241842424364,Lagging
2026-03-13,Micro Cap_Mining & Oil,Micro Cap_Mining & Oil_Integrated Oil & Gas,False,daily_52,116.55082309756637,118.28105987202915,Leading
2026-03-13,Micro Cap_Mining & Oil,Micro Cap_Mining & Oil_Oil & Gas Exploration & Production,False,daily_52,118.33395248279807,97.99670057921215,Weakening
2026-03-13,Micro Cap_Property,Micro Cap_Property_Real Estate Development,False,daily_52,94.50015258201273,83.26430047563467,Lagging
2026-03-13,Micro Cap_Services,Micro Cap_Services_Broadcasting,False,daily_52,98.98024603411321,99.00692109940535,Lagging
2026-03-13,Micro Cap_Services,Micro Cap_Services_Casinos & Gaming,False,daily_52,98.59440627325016,106.07513662765368,Improving
2026-03-13,Micro Cap_Services,Micro Cap_Services_Computer & Electronics Retail,False,daily_52,112.64845982589227,111.84978948116128,Leading
2026-03-13,Micro Cap_Services,Micro Cap_Services_Food Distributors,False,daily_52,97.98192397540095,72.1862827601171,Lagging
2026-03-13,Micro Cap_Services,Micro Cap_Services_Food Retail,False,daily_52,120.14927849557347,101.18713476306685,Leading
2026-03-13,Micro Cap_Services,Micro Cap_Services_Health Care Distributors,False,daily_52,87.12813838196162,90.66579995602997,Lagging
2026-03-13,Micro Cap_Services,Micro Cap_Services_Hotels Resorts & Cruise Lines,False,daily_52,116.589199830695,102.59191294437169,Leading
2026-03-13,Micro Cap_Services,Micro Cap_Services_Integrated Telecommunication Services,False,daily_52,88.71122003424153,109.22338215035617,Improving
2026-03-13,Micro Cap_Services,Micro Cap_Services_Internet Services & Infrastructure,False,daily_52,91.07458096873822,102.21607028846972,Improving
2026-03-13,Micro Cap_Services,Micro Cap_Services_Publishing,False,daily_52,94.2350223438998,86.9324095542822,Lagging
2026-03-13,Micro Cap_Services,Micro Cap_Services_Restaurants,False,daily_52,99.25648790525466,89.3679082823339,Lagging
2026-03-13,Micro Cap_Services,Micro Cap_Services_Semiconductors,False,daily_52,88.14101516198295,105.31915426310275,Improving
2026-03-13,Micro Cap_Services,Micro Cap_Services_Specialized Consumer Services,False,daily_52,100.91747146392233,104.89330829615866,Leading
2026-03-13,Micro Cap_Services,Micro Cap_Services_Technology Hardware Storage & Peripherals,False,daily_52,106.54833569895077,110.83368383998908,Leading
2026-03-13,Micro Cap_Services,Micro Cap_Services_Trading Companies & Distributors,False,daily_52,112.90057509591591,105.59251767162138,Leading
2026-03-13,Mid Cap_Financials,Mid Cap_Financials_Diversified Banks,False,daily_52,106.61952990118607,87.02959959516869,Weakening
2026-03-13,Mid Cap_Holding Firms,Mid Cap_Holding Firms_Multi-Sector Holdings,False,daily_52,107.05415735043776,101.02034969424226,Leading
2026-03-13,Mid Cap_Industrial,Mid Cap_Industrial_Construction & Engineering,False,daily_52,122.19061789111763,106.43378568917498,Leading
2026-03-13,Mid Cap_Industrial,Mid Cap_Industrial_Distillers & Vintners,False,daily_52,104.71324290688587,101.23831629578295,Leading
2026-03-13,Mid Cap_Industrial,Mid Cap_Industrial_Independent Power Producers & Energy Traders,False,daily_52,100.21013612121835,107.86324206996085,Leading
2026-03-13,Mid Cap_Industrial,Mid Cap_Industrial_Marine Transportation,False,daily_52,65.20615069283534,106.07028285531358,Improving
2026-03-13,Mid Cap_Industrial,Mid Cap_Industrial_Passenger Airlines,False,daily_52,90.27623152729143,92.52403529781755,Lagging
2026-03-13,Mid Cap_Industrial,Mid Cap_Industrial_Specialty Chemicals,False,daily_52,76.40724760906657,94.96942195753054,Lagging
2026-03-13,Mid Cap_Industrial,Mid Cap_Industrial_Water Utilities,False,daily_52,119.29011949877854,123.57180528175809,Leading
2026-03-13,Mid Cap_Mining & Oil,Mid Cap_Mining & Oil_Diversified Metals & Mining,False,daily_52,103.70210299083756,103.5575835183949,Leading
2026-03-13,Mid Cap_Mining & Oil,Mid Cap_Mining & Oil_Gold,False,daily_52,108.59345639245242,101.00434035801327,Leading
2026-03-13,Mid Cap_Mining & Oil,Mid Cap_Mining & Oil_Oil & Gas Refining & Marketing,False,daily_52,125.94279209831667,102.1663592061168,Leading
2026-03-13,Mid Cap_Property,Mid Cap_Property_Diversified REITs,False,daily_52,107.03439538439648,96.12391349652198,Weakening
2026-03-13,Mid Cap_Property,Mid Cap_Property_Homebuilding,False,daily_52,118.21956270144952,101.30828738568384,Leading
2026-03-13,Mid Cap_Property,Mid Cap_Property_Real Estate Development,False,daily_52,107.53180984333672,100.18700023446088,Leading
2026-03-13,Mid Cap_Services,Mid Cap_Services_Casinos & Gaming,False,daily_52,78.43588728982878,99.73330805848208,Lagging
2026-03-13,Mid Cap_Services,Mid Cap_Services_Education Services,False,daily_52,107.72395419684652,100.23493443907762,Leading
2026-03-13,Mid Cap_Services,Mid Cap_Services_Food Distributors,False,daily_52,94.35071139885933,101.03852721236035,Improving
2026-03-13,Mid Cap_Services,Mid Cap_Services_Food Retail,False,daily_52,100.08519910480203,96.29527357713334,Weakening
2026-03-13,Mid Cap_Services,Mid Cap_Services_Home Improvement Retail,False,daily_52,85.07371940066949,94.77409545746603,Lagging
2026-03-13,Mid Cap_Services,Mid Cap_Services_Specialty Stores,False,daily_52,98.80964482818199,109.03189011884162,Improving
2026-03-13,Mid Cap_Services,Mid Cap_Services_Wireless Telecommunication Services,False,daily_52,90.24893022150249,103.5161776570516,Improving
2026-03-13,Small Cap_Financials,Small Cap_Financials_Asset Management & Custody Banks,False,daily_52,112.42543391467534,124.11646126316364,Leading
2026-03-13,Small Cap_Financials,Small Cap_Financials_Consumer Finance,False,daily_52,100.34486545350352,98.4077940933329,Weakening
2026-03-13,Small Cap_Financials,Small Cap_Financials_Diversified Banks,False,daily_52,109.00429708751518,121.42912202041666,Leading
2026-03-13,Small Cap_Financials,Small Cap_Financials_Financial Exchanges & Data,False,daily_52,112.57712018748232,103.84795758909804,Leading
2026-03-13,Small Cap_Financials,Small Cap_Financials_Investment Banking & Brokerage,False,daily_52,115.86236959177977,101.84243569948292,Leading
2026-03-13,Small Cap_Holding Firms,Small Cap_Holding Firms_Multi-Sector Holdings,False,daily_52,96.3374541727559,110.78758382661806,Improving
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Agricultural Products & Services,False,daily_52,126.13213037486169,124.02284598675877,Leading
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Air Freight & Logistics,False,daily_52,96.75056144718147,104.28641709908867,Improving
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Building Products,False,daily_52,97.32328264880714,115.47897677793901,Improving
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Construction & Engineering,False,daily_52,95.35219681456714,99.44688118620113,Lagging
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Construction Materials,False,daily_52,84.2329947956779,97.97870168229741,Lagging
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Electric Utilities,False,daily_52,105.93969442623408,103.17766370040883,Leading
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Electrical Components & Equipment,False,daily_52,125.30203517336346,113.44805367330949,Leading
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Household Appliances,False,daily_52,80.74609422682693,95.1582234335662,Lagging
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Independent Power Producers & Energy Traders,False,daily_52,108.35998962376938,106.67418239923025,Leading
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Industrial Machinery & Supplies & Components,False,daily_52,97.58356208991991,99.84421756746652,Lagging
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Marine Transportation,False,daily_52,90.60352089694742,98.0001225926488,Lagging
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Packaged Foods & Meats,False,daily_52,109.78283556960162,116.20917252255245,Leading
2026-03-13,Small Cap_Industrial,Small Cap_Industrial_Specialty Chemicals,False,daily_52,122.54810191405218,95.6003604225755,Weakening
2026-03-13,Small Cap_Mining & Oil,Small Cap_Mining & Oil_Diversified Metals & Mining,False,daily_52,118.13918469653535,101.05730241136752,Leading
2026-03-13,Small Cap_Mining & Oil,Small Cap_Mining & Oil_Gold,False,daily_52,112.50703565714129,94.55752661261573,Weakening
2026-03-13,Small Cap_Mining & Oil,Small Cap_Mining & Oil_Integrated Oil & Gas,False,daily_52,118.74656629026342,99.29163320784208,Weakening
2026-03-13,Small Cap_Mining & Oil,Small Cap_Mining & Oil_Oil & Gas Refining & Marketing,False,daily_52,118.2195627014001,101.30828738567466,Leading
2026-03-13,Small Cap_Property,Small Cap_Property_Homebuilding,False,daily_52,113.16489208874091,116.48457397178582,Leading
2026-03-13,Small Cap_Property,Small Cap_Property_Real Estate Development,False,daily_52,99.32531706860011,102.69772534980503,Improving
2026-03-13,Small Cap_Services,Small Cap_Services_Apparel Retail,False,daily_52,77.43355450710953,101.216375372115,Improving
2026-03-13,Small Cap_Services,Small Cap_Services_Broadcasting,False,daily_52,114.14628550459564,104.00909267508908,Leading
